stream,sample_index,receive_gap_ms,exchange_event_gap_ms,sampled_from_total
depth,12884,129.036788,102.000,17554
depth,12902,120.298229,102.000,17554
depth,12919,21.135287,102.000,17554
depth,12937,102.894362,102.000,17554
depth,12954,108.387072,102.000,17554
depth,12972,120.174191,102.000,17554
depth,12989,101.645061,102.000,17554
depth,13007,96.30131,102.000,17554
depth,13025,121.720226,102.000,17554
depth,13042,8.796411,102.000,17554
depth,13060,110.817295,102.000,17554
depth,13077,133.872223,102.000,17554
depth,13095,101.966892,102.000,17554
depth,13112,104.897294,104.000,17554
depth,13130,91.698821,102.000,17554
depth,13147,131.287848,102.000,17554
depth,13165,113.886491,102.000,17554
depth,13183,102.20365,102.000,17554
depth,13200,17.59451,102.000,17554
depth,13218,103.597771,104.000,17554
depth,13235,108.363011,102.000,17554
depth,13253,89.294986,102.000,17554
depth,13270,120.420287,104.000,17554
depth,13288,105.821533,102.000,17554
depth,13305,101.727678,102.000,17554
depth,13323,37.856015,102.000,17554
depth,13341,82.472856,102.000,17554
depth,13358,112.006849,104.000,17554
depth,13376,27.559801,102.000,17554
depth,13393,92.26927,102.000,17554
