partition,feature_left,feature_right,left_bin,right_bin,horizon_ms,notional,samples,executable_percent,mean_net_return_bps,median_net_return_bps,positive_percent,p10_net_return_bps,p90_net_return_bps,mean_mfe_bps,mean_mae_bps,average_cost_bps,average_depth_slippage_bps
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,LOW,HIGH,3000,100,134,100.0,-10.047236596333768,-10.052756326945477,0.0,-10.316542134431538,-10.0527556314857,-9.433383282081115,-12.797342175126401,10.054691087890978,-2.8721793286227065e-24
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,LOW,HIGH,3000,1000,134,100.0,-10.047236596333768,-10.052756326945477,0.0,-10.316542134431538,-10.0527556314857,-9.433383282081115,-12.797342175126401,10.054691087890978,-2.8721793286227065e-24
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,LOW,HIGH,3000,500,134,100.0,-10.047236596333768,-10.052756326945477,0.0,-10.316542134431538,-10.0527556314857,-9.433383282081115,-12.797342175126401,10.054691087890978,0.0
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,LOW,HIGH,30000,100,134,81.34328358208955,-10.97817216455907,-11.002356998228297,0.0,-12.74329283725639,-9.57794382075795,-9.433383282081115,-12.797342175126401,10.073519272845532,-2.03149780071328e-24
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,LOW,HIGH,30000,1000,134,81.34328358208955,-10.97817216455907,-11.002356998228297,0.0,-12.74329283725639,-9.57794382075795,-9.433383282081115,-12.797342175126401,10.073519272845532,-2.03149780071328e-24
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,LOW,HIGH,30000,500,134,81.34328358208955,-10.97817216455907,-11.002356998228297,0.0,-12.74329283725639,-9.57794382075795,-9.433383282081115,-12.797342175126401,10.073519272845532,0.0
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,LOW,HIGH,500,100,134,100.0,-10.077947436076272,-10.0527556314857,0.0,-10.052757022405256,-10.0527556314857,-9.433383282081115,-12.797342175126401,10.066103743896168,-2.793667433365636e-24
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,LOW,HIGH,500,1000,134,100.0,-10.077947436076272,-10.0527556314857,0.0,-10.052757022405256,-10.0527556314857,-9.433383282081115,-12.797342175126401,10.066103743896168,-2.793667433365636e-24
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,LOW,HIGH,500,500,134,100.0,-10.077947436076272,-10.0527556314857,0.0,-10.052757022405256,-10.0527556314857,-9.433383282081115,-12.797342175126401,10.066103743896168,0.0
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,LOW,HIGH,5000,100,134,100.0,-10.020064313947033,-10.052757022405256,0.0,-10.316542134431538,-9.314176790685902,-9.433383282081115,-12.797342175126401,10.051542154887326,-2.440031148206674e-24
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,LOW,HIGH,5000,1000,134,100.0,-10.020064313947033,-10.052757022405256,0.0,-10.316542134431538,-9.314176790685902,-9.433383282081115,-12.797342175126401,10.051542154887326,-2.440031148206674e-24
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,LOW,HIGH,5000,500,134,100.0,-10.020064313947033,-10.052757022405256,0.0,-10.316542134431538,-9.314176790685902,-9.433383282081115,-12.797342175126401,10.051542154887326,0.0
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,LOW,HIGH,60000,100,134,5.970149253731344,-10.732101680027725,-10.421367390880903,0.0,-11.988612112342329,-9.868306967768655,-9.433383282081115,-12.797342175126401,10.092262651438451,-2.632126152542239e-24
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,LOW,HIGH,60000,1000,134,5.970149253731344,-10.732101680027725,-10.421367390880903,0.0,-11.988612112342329,-9.868306967768655,-9.433383282081115,-12.797342175126401,10.092262651438451,-2.632126152542239e-24
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,LOW,HIGH,60000,500,134,5.970149253731344,-10.732101680027725,-10.421367390880903,0.0,-11.988612112342329,-9.868306967768655,-9.433383282081115,-12.797342175126401,10.092262651438451,0.0
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,LOW,LOW,1000,100,1799,100.0,-9.982034897001896,-10.052722271405084,0.0,-10.052806029546042,-9.630652153276587,-6.773462936719446,-11.762118831371243,10.061248207211106,5.04326922122727e-05
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,LOW,LOW,1000,1000,1799,100.0,-9.982347674533536,-10.052723938407057,0.0,-10.052806364006619,-9.630652153276587,-6.773775648122527,-11.762431382109266,10.061560828177532,0.0003630536586375028
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,LOW,LOW,1000,500,1799,100.0,-9.982253768267878,-10.052723938407057,0.0,-10.052806364006619,-9.630652153276587,-6.773681758037551,-11.762337542208165,10.06146696766496,0.0002691931460664406
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,LOW,LOW,15000,100,1799,99.55530850472485,-9.58326324188586,-9.630944100164411,0.0,-12.109290999936754,-6.571209389136693,-6.773462936719446,-11.762118831371243,10.065469529941593,8.254857444724125e-05
