configuration,period_type,period,side,trades,net_pnl,best_trade_concentration_percent,top_3_concentration_percent,top_5_concentration_percent,result_without_best_trade,result_without_top_3,result_without_top_5,warning
FUTURES_LONG_BASELINE_1X,QUARTER,2025-Q3,ALL,5,163.7379212403073280935760734,36.32731360557132700853011439,100,100,49.3924133472350927667689304,-151.0266361794730118597714287,-151.0266361794730118597714287,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_BASELINE_1X,QUARTER,2025-Q3,LONG,5,163.7379212403073280935760734,36.32731360557132700853011439,100,100,49.3924133472350927667689304,-151.0266361794730118597714287,-151.0266361794730118597714287,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_BASELINE_1X,QUARTER,2025-Q3,SHORT,0,0,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,QUARTER,2025-Q4,ALL,1,-76.62804900703131411428571440,0,0,0,-76.62804900703131411428571440,-76.62804900703131411428571440,-76.62804900703131411428571440,
FUTURES_LONG_BASELINE_1X,QUARTER,2025-Q4,LONG,1,-76.62804900703131411428571440,0,0,0,-76.62804900703131411428571440,-76.62804900703131411428571440,-76.62804900703131411428571440,
FUTURES_LONG_BASELINE_1X,QUARTER,2025-Q4,SHORT,0,0,0,0,0,0,0,0,
FUTURES_SHORT_MIRRORED_1X,YEAR,2022,ALL,39,275.2777871850451747209249300,7.779961046149148863974386836,23.09426710373951153934769357,38.20880601755574286159616915,69.8423301833887926670167345,-334.5429160848477561158263646,-733.6531675000615523051422810,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_SHORT_MIRRORED_1X,YEAR,2022,LONG,0,0,0,0,0,0,0,0,
FUTURES_SHORT_MIRRORED_1X,YEAR,2022,SHORT,39,275.2777871850451747209249300,7.779961046149148863974386836,23.09426710373951153934769357,38.20880601755574286159616915,69.8423301833887926670167345,-334.5429160848477561158263646,-733.6531675000615523051422810,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_SHORT_MIRRORED_1X,YEAR,2023,ALL,2,-146.0420688968945904200125649,0,0,0,-146.0420688968945904200125649,-146.0420688968945904200125649,-146.0420688968945904200125649,
FUTURES_SHORT_MIRRORED_1X,YEAR,2023,LONG,0,0,0,0,0,0,0,0,
FUTURES_SHORT_MIRRORED_1X,YEAR,2023,SHORT,2,-146.0420688968945904200125649,0,0,0,-146.0420688968945904200125649,-146.0420688968945904200125649,-146.0420688968945904200125649,
FUTURES_SHORT_MIRRORED_1X,YEAR,2024,ALL,19,-716.8934217935247053883719127,30.69533335998573724381179385,78.59242455814699284915521022,100,-900.5864088372561474912290558,-1187.221502508066407324800485,-1315.332881269122321324790485,
FUTURES_SHORT_MIRRORED_1X,YEAR,2024,LONG,0,0,0,0,0,0,0,0,
FUTURES_SHORT_MIRRORED_1X,YEAR,2024,SHORT,19,-716.8934217935247053883719127,30.69533335998573724381179385,78.59242455814699284915521022,100,-900.5864088372561474912290558,-1187.221502508066407324800485,-1315.332881269122321324790485,
FUTURES_SHORT_MIRRORED_1X,YEAR,2025,ALL,21,334.5663510911517954141009062,12.78157886256018286175886514,37.58919601581595219492006110,61.92316874918598226698260677,141.7723110824457668026723350,-232.4193897546960046067960190,-599.4667602849745141801897190,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_SHORT_MIRRORED_1X,YEAR,2025,LONG,0,0,0,0,0,0,0,0,
FUTURES_SHORT_MIRRORED_1X,YEAR,2025,SHORT,21,334.5663510911517954141009062,12.78157886256018286175886514,37.58919601581595219492006110,61.92316874918598226698260677,141.7723110824457668026723350,-232.4193897546960046067960190,-599.4667602849745141801897190,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_SHORT_MIRRORED_1X,QUARTER,2022-Q1,ALL,10,425.8523200890749290175545125,22.65729578189614100857044488,65.65294955449237548682998549,100,220.4168630874185469636463170,-169.4280622242771361634066984,-480.8554308235713839793213512,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_SHORT_MIRRORED_1X,QUARTER,2022-Q1,LONG,0,0,0,0,0,0,0,0,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2022-Q1,SHORT,10,425.8523200890749290175545125,22.65729578189614100857044488,65.65294955449237548682998549,100,220.4168630874185469636463170,-169.4280622242771361634066984,-480.8554308235713839793213512,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_SHORT_MIRRORED_1X,QUARTER,2022-Q2,ALL,17,194.6650680503222379248028772,16.40170350820816743177174189,48.91706846489268571734834280,78.59843606915493581953680984,-8.0741181084020698511971229,-409.9920424065162062507847094,-776.8793178138896573040458226,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_SHORT_MIRRORED_1X,QUARTER,2022-Q2,LONG,0,0,0,0,0,0,0,0,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2022-Q2,SHORT,17,194.6650680503222379248028772,16.40170350820816743177174189,48.91706846489268571734834280,78.59843606915493581953680984,-8.0741181084020698511971229,-409.9920424065162062507847094,-776.8793178138896573040458226,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_SHORT_MIRRORED_1X,QUARTER,2022-Q3,ALL,7,-160.5865830293292177500465217,56.24184367001331763751077054,100,100,-329.0897778531952959800465215,-460.1912613761515881358508745,-460.1912613761515881358508745,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2022-Q3,LONG,0,0,0,0,0,0,0,0,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2022-Q3,SHORT,7,-160.5865830293292177500465217,56.24184367001331763751077054,100,100,-329.0897778531952959800465215,-460.1912613761515881358508745,-460.1912613761515881358508745,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2022-Q4,ALL,5,-184.6530179250227744713859380,100,100,100,-382.8262286389300207068145090,-382.8262286389300207068145090,-382.8262286389300207068145090,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2022-Q4,LONG,0,0,0,0,0,0,0,0,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2022-Q4,SHORT,5,-184.6530179250227744713859380,100,100,100,-382.8262286389300207068145090,-382.8262286389300207068145090,-382.8262286389300207068145090,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2023-Q1,ALL,1,-92.00008485714502112286970706,0,0,0,-92.00008485714502112286970706,-92.00008485714502112286970706,-92.00008485714502112286970706,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2023-Q1,LONG,0,0,0,0,0,0,0,0,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2023-Q1,SHORT,1,-92.00008485714502112286970706,0,0,0,-92.00008485714502112286970706,-92.00008485714502112286970706,-92.00008485714502112286970706,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2023-Q2,ALL,0,0,0,0,0,0,0,0,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2023-Q2,LONG,0,0,0,0,0,0,0,0,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2023-Q2,SHORT,0,0,0,0,0,0,0,0,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2023-Q3,ALL,1,-54.04198403974956929714285780,0,0,0,-54.04198403974956929714285780,-54.04198403974956929714285780,-54.04198403974956929714285780,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2023-Q3,LONG,0,0,0,0,0,0,0,0,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2023-Q3,SHORT,1,-54.04198403974956929714285780,0,0,0,-54.04198403974956929714285780,-54.04198403974956929714285780,-54.04198403974956929714285780,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2023-Q4,ALL,0,0,0,0,0,0,0,0,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2023-Q4,LONG,0,0,0,0,0,0,0,0,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2023-Q4,SHORT,0,0,0,0,0,0,0,0,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2024-Q1,ALL,3,-263.1477727280961561988285723,0,0,0,-263.1477727280961561988285723,-263.1477727280961561988285723,-263.1477727280961561988285723,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2024-Q1,LONG,0,0,0,0,0,0,0,0,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2024-Q1,SHORT,3,-263.1477727280961561988285723,0,0,0,-263.1477727280961561988285723,-263.1477727280961561988285723,-263.1477727280961561988285723,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2024-Q2,ALL,6,-294.3815723793468427087993639,100,100,100,-451.7446267104548654287993640,-451.7446267104548654287993640,-451.7446267104548654287993640,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2024-Q2,LONG,0,0,0,0,0,0,0,0,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2024-Q2,SHORT,6,-294.3815723793468427087993639,100,100,100,-451.7446267104548654287993640,-451.7446267104548654287993640,-451.7446267104548654287993640,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2024-Q3,ALL,6,-48.32891651232156980065267650,58.69441361114813273069164681,100,100,-232.0219035560530119035098196,-361.2939428957552490170812485,-361.2939428957552490170812485,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2024-Q3,LONG,0,0,0,0,0,0,0,0,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2024-Q3,SHORT,6,-48.32891651232156980065267650,58.69441361114813273069164681,100,100,-232.0219035560530119035098196,-361.2939428957552490170812485,-361.2939428957552490170812485,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2024-Q4,ALL,4,-111.0351601737601366800913001,100,100,100,-239.1465389348160506800813001,-239.1465389348160506800813001,-239.1465389348160506800813001,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2024-Q4,LONG,0,0,0,0,0,0,0,0,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2024-Q4,SHORT,4,-111.0351601737601366800913001,100,100,100,-239.1465389348160506800813001,-239.1465389348160506800813001,-239.1465389348160506800813001,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2025-Q1,ALL,10,306.5340343072825528793238178,23.52706116678439457632872613,68.31862182490059831275192096,100,113.7399942985765242678952466,-253.3073762317019853054984534,-512.9224997748129941439046532,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_SHORT_MIRRORED_1X,QUARTER,2025-Q1,LONG,0,0,0,0,0,0,0,0,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2025-Q1,SHORT,10,306.5340343072825528793238178,23.52706116678439457632872613,68.31862182490059831275192096,100,113.7399942985765242678952466,-253.3073762317019853054984534,-512.9224997748129941439046532,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_SHORT_MIRRORED_1X,QUARTER,2025-Q2,ALL,4,-108.8873148082653497198469325,100,100,100,-294.6442983774900737618469323,-294.6442983774900737618469323,-294.6442983774900737618469323,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2025-Q2,LONG,0,0,0,0,0,0,0,0,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2025-Q2,SHORT,4,-108.8873148082653497198469325,100,100,100,-294.6442983774900737618469323,-294.6442983774900737618469323,-294.6442983774900737618469323,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2025-Q3,ALL,0,0,0,0,0,0,0,0,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2025-Q3,LONG,0,0,0,0,0,0,0,0,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2025-Q3,SHORT,0,0,0,0,0,0,0,0,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2025-Q4,ALL,7,136.9196315921345922546240209,37.45020581799864391879885955,100,100,-51.5150856757824551128443333,-366.2410671331977659044210514,-366.2410671331977659044210514,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_SHORT_MIRRORED_1X,QUARTER,2025-Q4,LONG,0,0,0,0,0,0,0,0,
FUTURES_SHORT_MIRRORED_1X,QUARTER,2025-Q4,SHORT,7,136.9196315921345922546240209,37.45020581799864391879885955,100,100,-51.5150856757824551128443333,-366.2410671331977659044210514,-366.2410671331977659044210514,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_BASELINE_1X,YEAR,2022,ALL,52,-48.08463801185397441838159658,6.458020568831280424905095434,18.94697472865488257513659559,31.38234201946173629434450931,-253.5200950135103564722897921,-650.8049871798438955780141216,-1046.385232727540871749819549,
FUTURES_LONG_SHORT_BASELINE_1X,YEAR,2022,LONG,13,-324.7046977986531775943866566,33.93497510119044326970417421,100,100,-523.1512027383748159035395573,-909.4892875853718055911690826,-909.4892875853718055911690826,
FUTURES_LONG_SHORT_BASELINE_1X,YEAR,2022,SHORT,39,276.6200597867992031760050602,7.912607020055131961650038124,23.20985002141507966452085649,38.35316172623684152838681844,71.1846027851428211220968647,-325.9785697172461793393317070,-719.1452153895994125928894026,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_BASELINE_1X,YEAR,2023,ALL,6,-233.4410878939855477665805814,100,100,100,-344.0331655042864459446805820,-344.0331655042864459446805820,-344.0331655042864459446805820,
FUTURES_LONG_SHORT_BASELINE_1X,YEAR,2023,LONG,4,-92.70318690296286169332857204,100,100,100,-203.2952645132637598714285726,-203.2952645132637598714285726,-203.2952645132637598714285726,
FUTURES_LONG_SHORT_BASELINE_1X,YEAR,2023,SHORT,2,-140.7379009910226860732520094,0,0,0,-140.7379009910226860732520094,-140.7379009910226860732520094,-140.7379009910226860732520094,
FUTURES_LONG_SHORT_BASELINE_1X,YEAR,2024,ALL,23,-553.3890671798695372116827012,20.53265891654600730676472841,57.51662789390606454216990150,86.38275662935504083845087797,-731.0583630569901113831112730,-1051.081003751310294312565016,-1300.859894442992372911512159,
FUTURES_LONG_SHORT_BASELINE_1X,YEAR,2024,LONG,4,130.4185307231208659829786836,59.15131411445933558632520374,100,100,-40.2064814744933235979036305,-158.0366198546842877030284071,-158.0366198546842877030284071,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_BASELINE_1X,YEAR,2024,SHORT,19,-683.8075979029904031946613848,30.80013605662438966258951861,78.37447044542530695332593549,100,-861.4768937801109773660899566,-1135.907450747180199797518528,-1260.653412968499049313608528,
FUTURES_LONG_SHORT_BASELINE_1X,YEAR,2025,ALL,33,636.8141030701691465323751786,8.376672942112976827663801814,24.68633823745346372858625871,40.52766847328406862299749084,445.8723252960213697463024109,74.1022313799406586188738394,-286.9924154374234118956781783,
FUTURES_LONG_SHORT_BASELINE_1X,YEAR,2025,LONG,12,307.9661083542407644563552706,23.27317918865212125157086856,61.74830561071727318201537745,89.23445178251103018205141643,123.9254609278713225403552703,-180.3297987051115065757753161,-397.6859276511422228710462102,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_BASELINE_1X,YEAR,2025,SHORT,21,328.8479947159283820760199078,12.82640068243585840055442678,37.58733690245346139379337204,61.59582174550517900571840777,137.9062169417806052899471401,-230.7004793761278178664814309,-588.1057165190382543488905913,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2022-Q1,ALL,12,279.9218224439256124634907358,22.70745066643232988868197154,65.79828093631583462676096236,100,74.4863654422692304095825403,-315.3585598694264527174704751,-624.7832455950189563937981405,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2022-Q1,LONG,2,-145.4562759445166333134900006,0,0,0,-145.4562759445166333134900006,-145.4562759445166333134900006,-145.4562759445166333134900006,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2022-Q1,SHORT,10,425.3780983884422457769807365,22.70745066643232988868197154,65.79828093631583462676096236,100,219.9426413867858637230725410,-169.9022839249098194039804744,-479.3269696505023230803081398,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2022-Q2,ALL,20,-101.6273450389990747002680492,16.43203349097439117074410273,49.00752565771792377664937797,78.46501275167690791946476813,-299.9521303147761743651251921,-693.1187759871294076186828877,-1048.652971184717293159871699,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2022-Q2,LONG,3,-288.6762265647058743130130756,0,0,0,-288.6762265647058743130130756,-288.6762265647058743130130756,-288.6762265647058743130130756,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2022-Q2,SHORT,17,187.0488815257067996127450264,16.43203349097439117074410273,49.00752565771792377664937797,78.46501275167690791946476813,-11.2759037500703000521121165,-404.4425494224235333056698121,-759.9767446200114188468586233,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2022-Q3,ALL,14,41.40776170252829248426414193,22.61477031418005920061659464,66.64148197175700937423906555,100,-157.0387432371933458248887588,-543.3768280841903355125182841,-836.1006196905404239255740000,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2022-Q3,LONG,7,198.3726845858530505721164196,33.93497510119044326970417421,100,100,-0.0738203538685877370364811,-386.4119052008655774246660064,-386.4119052008655774246660064,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2022-Q3,SHORT,7,-156.9649228833247580878522775,56.24184358426494469426490013,100,100,-321.5981798924978519792808487,-449.6887144896748465009079934,-449.6887144896748465009079934,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2022-Q4,ALL,6,-267.7868771193088046658684251,100,100,100,-459.7235885184975322544398532,-459.7235885184975322544398532,-459.7235885184975322544398532,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2022-Q4,LONG,1,-88.944879875283720540000000,0,0,0,-88.944879875283720540000000,-88.944879875283720540000000,-88.944879875283720540000000,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2022-Q4,SHORT,5,-178.8419972440250841258684251,100,100,100,-370.7787086432138117144398532,-370.7787086432138117144398532,-370.7787086432138117144398532,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2023-Q1,ALL,4,-110.5856285731508882880091518,100,100,100,-221.1777061834517864661091524,-221.1777061834517864661091524,-221.1777061834517864661091524,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2023-Q1,LONG,3,-22.07501612631601071904285737,100,100,100,-132.6670937366169088971428580,-132.6670937366169088971428580,-132.6670937366169088971428580,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2023-Q1,SHORT,1,-88.51061244683487756896629447,0,0,0,-88.51061244683487756896629447,-88.51061244683487756896629447,-88.51061244683487756896629447,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2023-Q2,ALL,0,0,0,0,0,0,0,0,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2023-Q2,LONG,0,0,0,0,0,0,0,0,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2023-Q2,SHORT,0,0,0,0,0,0,0,0,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2023-Q3,ALL,1,-52.22728854418780850428571492,0,0,0,-52.22728854418780850428571492,-52.22728854418780850428571492,-52.22728854418780850428571492,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2023-Q3,LONG,0,0,0,0,0,0,0,0,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2023-Q3,SHORT,1,-52.22728854418780850428571492,0,0,0,-52.22728854418780850428571492,-52.22728854418780850428571492,-52.22728854418780850428571492,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2023-Q4,ALL,1,-70.62817077664685097428571467,0,0,0,-70.62817077664685097428571467,-70.62817077664685097428571467,-70.62817077664685097428571467,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2023-Q4,LONG,1,-70.62817077664685097428571467,0,0,0,-70.62817077664685097428571467,-70.62817077664685097428571467,-70.62817077664685097428571467,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2023-Q4,SHORT,0,0,0,0,0,0,0,0,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2024-Q1,ALL,4,-351.7894135081988406457371438,0,0,0,-351.7894135081988406457371438,-351.7894135081988406457371438,-351.7894135081988406457371438,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2024-Q1,LONG,1,-101.9616930823561782914285716,0,0,0,-101.9616930823561782914285716,-101.9616930823561782914285716,-101.9616930823561782914285716,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2024-Q1,SHORT,3,-249.8277204258426623543085722,0,0,0,-249.8277204258426623543085722,-249.8277204258426623543085722,-249.8277204258426623543085722,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2024-Q2,ALL,7,-108.8555101212369277977629442,53.31654405057925382942833440,100,100,-279.4805223188511173786452583,-428.8781508155571107272166870,-428.8781508155571107272166870,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2024-Q2,LONG,1,170.6250121976141895808823141,100,100,100,0E-25,0E-25,0E-25,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2024-Q2,SHORT,6,-279.4805223188511173786452583,100,100,100,-428.8781508155571107272166870,-428.8781508155571107272166870,-428.8781508155571107272166870,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2024-Q3,ALL,6,-46.74410573231234193007477551,58.69441371305121071839670655,100,100,-224.4134016094329161015033473,-349.4463300797961451843604905,-349.4463300797961451843604905,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2024-Q3,LONG,0,0,0,0,0,0,0,0,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2024-Q3,SHORT,6,-46.74410573231234193007477551,58.69441371305121071839670655,100,100,-224.4134016094329161015033473,-349.4463300797961451843604905,-349.4463300797961451843604905,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2024-Q4,ALL,6,-46.00003781812142683810783782,51.42549571536084803277700169,100,100,-170.7460000394402763541978378,-288.5761384196312404593226144,-288.5761384196312404593226144,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2024-Q4,LONG,2,61.75521160786285469352494107,100,100,100,-56.07492677232810941159983553,-56.07492677232810941159983553,-56.07492677232810941159983553,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2024-Q4,SHORT,4,-107.7552494259842815316327789,100,100,100,-232.5012116473031310477227789,-232.5012116473031310477227789,-232.5012116473031310477227789,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2025-Q1,ALL,10,298.4815545731945707809977187,23.52706119268190446866269709,68.31862182463150980332912072,100,110.7521080834833015695691475,-246.6531290594271349128400129,-499.4483056513562909123761014,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2025-Q1,LONG,0,0,0,0,0,0,0,0,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2025-Q1,SHORT,10,298.4815545731945707809977187,23.52706119268190446866269709,68.31862182463150980332912072,100,110.7521080834833015695691475,-246.6531290594271349128400129,-499.4483056513562909123761014,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2025-Q2,ALL,10,116.9279433242565472423296449,27.50269426262960212570342281,79.07731567618034740940967801,100,-67.1127041021128946736703554,-412.2362263679724843402703555,-552.2452135632928777348009416,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2025-Q2,LONG,6,225.3028047428599478450494902,37.69039321560386079205841840,100,100,41.2621573164905059290494899,-262.9931023164923231870810965,-262.9931023164923231870810965,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2025-Q2,SHORT,4,-108.3748614186034006027198453,100,100,100,-289.2521112468005545477198451,-289.2521112468005545477198451,-289.2521112468005545477198451,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2025-Q3,ALL,5,157.3519630572267806684486376,36.32731359933283555211782286,100,100,47.4660554968703340008486375,-145.1364311365419038748271430,-145.1364311365419038748271430,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2025-Q3,LONG,5,157.3519630572267806684486376,36.32731359933283555211782286,100,100,47.4660554968703340008486375,-145.1364311365419038748271430,-145.1364311365419038748271430,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2025-Q3,SHORT,0,0,0,0,0,0,0,0,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2025-Q4,ALL,8,64.05264211549124784059917735,37.45020573330083307471275726,100,100,-126.8891356586565289454735904,-445.8024415492742742668858832,-445.8024415492742742668858832,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2025-Q4,LONG,1,-74.68865944584596405714285725,0,0,0,-74.68865944584596405714285725,-74.68865944584596405714285725,-74.68865944584596405714285725,
FUTURES_LONG_SHORT_BASELINE_1X,QUARTER,2025-Q4,SHORT,7,138.7413015613372118977420346,37.45020573330083307471275726,100,100,-52.2004762128105648883307331,-371.1137821034283102097430260,-371.1137821034283102097430260,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_TIME_EXIT_12_1X,YEAR,2022,ALL,65,-555.5827394811253011811893178,9.585458890793580885229829897,27.97454767646722433750649189,42.93026632807313412106182149,-747.4335947957767615583321752,-1115.487169714032303407090658,-1414.822595158471589697804943,
FUTURES_LONG_SHORT_TIME_EXIT_12_1X,YEAR,2022,LONG,19,-280.8736147490097986688898662,38.31964217042767463228259123,74.04169933851230834942396217,97.01699507859862090440556614,-397.4955283480623476100748662,-506.2119575388281096872294332,-576.1349214014920118328494332,
FUTURES_LONG_SHORT_TIME_EXIT_12_1X,YEAR,2022,SHORT,46,-274.7091247321155025122994516,11.30437388817627716294195644,32.99109097334174030435137978,50.62874790038823041556442749,-466.5599800467669628894423090,-834.6135549650225047382007917,-1133.948980409461791028915077,
FUTURES_LONG_SHORT_TIME_EXIT_12_1X,YEAR,2023,ALL,7,-90.88002788502822494444285771,73.22329083500063547178881918,100,100,-184.6341154678749301612857154,-218.9186430766202098412857154,-218.9186430766202098412857154,
FUTURES_LONG_SHORT_TIME_EXIT_12_1X,YEAR,2023,LONG,5,-69.31344645731317303744285771,74.94499887604288156626516861,100,100,-163.0675340401598782542857154,-194.4106363817717444342857154,-194.4106363817717444342857154,
FUTURES_LONG_SHORT_TIME_EXIT_12_1X,YEAR,2023,SHORT,2,-21.566581427715051907000000,100,100,100,-24.508006694848465407000000,-24.508006694848465407000000,-24.508006694848465407000000,
FUTURES_LONG_SHORT_TIME_EXIT_12_1X,YEAR,2024,ALL,30,-454.8945359464863651306146281,25.84911166250643585789569708,65.72010041042945392108296941,85.34255734404740038802029820,-628.6224392014795974049003427,-896.5892214382217430199003431,-1028.468736072896125370851199,
FUTURES_LONG_SHORT_TIME_EXIT_12_1X,YEAR,2024,LONG,11,-51.99115758425997040404615761,37.29415189481595988958529473,81.91618714798529051160820604,98.77864391144052240521430767,-110.5799907049092738149970136,-180.6808736617107097965135576,-207.1716668591174077938735576,
FUTURES_LONG_SHORT_TIME_EXIT_12_1X,YEAR,2024,SHORT,19,-402.9033783622263947265684705,33.73453196642963432469683088,85.76839533516196519479603135,100,-576.6312816172196270008541851,-844.5980638539617726158541855,-917.8887453679868515558541855,
FUTURES_LONG_SHORT_TIME_EXIT_12_1X,YEAR,2025,ALL,42,997.185016327218653233964999,8.698736158583940286202784242,25.67791189478718308109858657,41.99897350101042578244390593,816.9112998714514784968221421,465.0326985989619843505624215,126.7929384064463255777052787,
